Objectid,Year,County,City,Medprice,Medprice_Ia,Percentchngprice,Percentchngpriceia,Source
1053,2011,Contra Costa County,Danville,990000,1314000,0.363636363636364,0.052041633306645,Zillow
1054,2011,Contra Costa County,Lafayette,756000,1004000,0.345195729537367,0.038262668045502,Zillow
1055,2011,Contra Costa County,Martinez,299000,397000,0.230452674897119,-0.050239234449761,Zillow
1056,2011,Contra Costa County,Oakley,233000,310000,-0.086274509803922,-0.292237442922374,Zillow
1057,2011,Contra Costa County,Orinda,1196000,1588000,,,Zillow
1058,2011,Contra Costa County,Pittsburg,301000,400000,0.08273381294964,-0.163179916317992,Zillow
1059,2011,Contra Costa County,Pleasant Hill,482000,639000,0.134117647058823,-0.127049180327869,Zillow
1060,2011,Contra Costa County,Richmond,220000,292000,-0.150579150579151,-0.343820224719101,Zillow
1061,2011,Contra Costa County,San Pablo,174000,231000,0.048192771084337,-0.192307692307692,Zillow
1062,2011,Contra Costa County,San Ramon,685000,910000,0.463675213675214,0.1318407960199,Zillow
1063,2011,Contra Costa County,Walnut Creek,477000,633000,0.207594936708861,-0.067746686303387,Zillow
1064,2011,Marin County,Belvedere,2787000,3698000,0.37970297029703,0.065092165898617,Zillow
1065,2011,Marin County,Corte Madera,878000,1166000,0.243626062322946,-0.039538714991763,Zillow
1066,2011,Marin County,Fairfax,587000,779000,0.259656652360515,-0.028678304239402,Zillow
1067,2011,Marin County,Larkspur,950000,1261000,0.334269662921348,0.029387755102041,Zillow
1068,2011,Marin County,Mill Valley,988000,1312000,0.241206030150754,-0.04093567251462,Zillow
1069,2011,Marin County,Novato,504000,669000,0.132584269662921,-0.126631853785901,Zillow
1070,2011,Marin County,Ross,2112000,2802000,0.529326574945692,0.180286436394271,Zillow
1071,2011,Marin County,San Anselmo,735000,976000,0.260720411663808,-0.025948103792415,Zillow
1072,2011,Marin County,San Rafael,627000,833000,0.194285714285714,-0.077519379844961,Zillow
1073,2011,Marin County,Sausalito,824000,1094000,0.248484848484849,-0.036123348017621,Zillow
1074,2011,Marin County,Tiburon,1624000,2155000,0.2992,0.003258845437616,Zillow
1075,2011,Napa County,American Canyon,299000,398000,0.525510204081633,0.177514792899408,Zillow
1076,2011,Napa County,Calistoga,554000,735000,0.395465994962217,0.074561403508772,Zillow
1077,2011,Napa County,Napa,378000,502000,0.415730337078652,0.093681917211329,Zillow
1078,2011,Napa County,Yountville,722000,958000,0.197346600331675,-0.076181292189007,Zillow
1079,2011,San Francisco County,San Francisco,698000,926000,0.439175257731959,0.108982035928144,Zillow
1080,2011,San Mateo County,Atherton,3747000,4973000,0.275357385976855,-0.01544248663631,Zillow
1081,2011,San Mateo County,Belmont,842000,1117000,0.323899371069182,0.021023765996344,Zillow
1082,2011,San Mateo County,Brisbane,538000,714000,0.228310502283105,-0.051792828685259,Zillow
1083,2011,San Mateo County,Burlingame,1030000,1367000,0.358839050131926,0.04911742133538,Zillow
1084,2011,San Mateo County,Colma,493000,654000,0.270618556701031,-0.020958083832335,Zillow
1085,2011,San Mateo County,Daly City,495000,657000,0.330645161290322,0.0265625,Zillow
1086,2011,San Mateo County,East Palo Alto,333000,442000,-0.064606741573034,-0.277777777777778,Zillow
1087,2011,San Mateo County,Foster City,761000,1010000,0.378623188405797,0.064278187565859,Zillow
1088,2011,San Mateo County,Half Moon Bay,702000,932000,0.26032315978456,-0.0281543274244,Zillow
1089,2011,San Mateo County,Hillsborough,2390000,3172000,0.364155251141552,0.053470607771505,Zillow
1090,2011,San Mateo County,Menlo Park,1094000,1452000,0.47638326585695,0.138823529411765,Zillow
1091,2011,San Mateo County,Millbrae,860000,1141000,0.362916006339144,0.051612903225806,Zillow
1092,2011,San Mateo County,Pacifica,542000,719000,0.290476190476191,-0.00415512465374,Zillow
1093,2011,San Mateo County,Portola Valley,2136000,2835000,0.220571428571429,-0.057826520438684,Zillow
1094,2011,San Mateo County,Redwood City,739000,981000,0.333935018050542,0.029380902413431,Zillow
1095,2011,San Mateo County,San Bruno,526000,698000,0.345268542199489,0.038690476190476,Zillow
1096,2011,San Mateo County,San Carlos,881000,1169000,0.359567901234568,0.050314465408805,Zillow
1097,2011,San Mateo County,San Mateo,669000,887000,0.319526627218935,0.017201834862385,Zillow
1098,2011,San Mateo County,South San Francisco,500000,663000,0.288659793814433,-0.00599700149925,Zillow
1099,2011,San Mateo County,Woodside,2105000,2794000,0.34418901660281,0.038275733927908,Zillow
1100,2011,Santa Clara County,Campbell,623000,826000,0.336909871244635,0.029925187032419,Zillow
1101,2011,Santa Clara County,Cupertino,1045000,1387000,0.408355795148248,0.087843137254902,Zillow
1102,2011,Santa Clara County,Gilroy,404000,537000,0.00497512437811,-0.223988439306358,Zillow
1103,2011,Santa Clara County,Los Altos,1579000,2095000,0.318030050083472,0.016990291262136,Zillow
1104,2011,Santa Clara County,Los Altos Hills,2448000,3248000,0.224612306153076,-0.054989816700611,Zillow
1105,2011,Santa Clara County,Los Gatos,1099000,1459000,0.317745803357314,0.017433751743375,Zillow
1106,2011,Santa Clara County,Milpitas,484000,643000,0.189189189189189,-0.080114449213162,Zillow
1107,2011,Santa Clara County,Monte Sereno,1926000,2556000,0.271287128712871,-0.018433179723502,Zillow
1108,2011,Santa Clara County,Morgan Hill,536000,712000,0.118997912317328,-0.134872417982989,Zillow
1109,2011,Santa Clara County,Mountain View,740000,983000,0.330935251798561,0.028242677824268,Zillow
1110,2011,Santa Clara County,Palo Alto,1445000,1917000,0.352996254681648,0.044117647058824,Zillow
1111,2011,Santa Clara County,San Jose,498000,661000,0.21760391198044,-0.061079545454545,Zillow
1112,2011,Santa Clara County,Santa Clara,558000,740000,0.26530612244898,-0.023746701846966,Zillow
1113,2011,Santa Clara County,Saratoga,1512000,2007000,0.291204099060632,-0.002980625931446,Zillow
1114,2011,Santa Clara County,Sunnyvale,702000,932000,0.33969465648855,0.033259423503326,Zillow
1115,2011,Solano County,Benicia,340000,451000,0.180555555555556,-0.088888888888889,Zillow
1116,2011,Solano County,Dixon,235000,312000,0.135265700483092,-0.126050420168067,Zillow
1117,2011,Solano County,Fairfield,223000,296000,0.05188679245283,-0.189041095890411,Zillow
1118,2011,Solano County,Rio Vista,211000,281000,0.049751243781095,-0.187861271676301,Zillow
1119,2011,Solano County,Suisun City,192000,255000,0,-0.229607250755287,Zillow
1120,2011,Solano County,Vacaville,236000,314000,0.129186602870813,-0.125348189415042,Zillow
1121,2011,Solano County,Vallejo,180000,239000,-0.072164948453608,-0.286567164179104,Zillow
1122,2011,Sonoma County,Cloverdale,323000,428000,0.266666666666667,-0.022831050228311,Zillow
1123,2011,Sonoma County,Cotati,313000,415000,0.150735294117647,-0.115138592750533,Zillow
1124,2011,Sonoma County,Healdsburg,543000,720000,0.3575,0.048034934497817,Zillow
1125,2011,Sonoma County,Petaluma,405000,538000,0.25776397515528,-0.030630630630631,Zillow
1126,2011,Sonoma County,Rohnert Park,295000,391000,0.147859922178988,-0.115384615384615,Zillow
1127,2011,Sonoma County,Santa Rosa,321000,426000,0.202247191011236,-0.071895424836601,Zillow
1128,2011,Sonoma County,Sebastopol,529000,702000,0.384816753926702,0.068493150684932,Zillow
1129,2011,Sonoma County,Sonoma,468000,622000,0.268292682926829,-0.018927444794953,Zillow
1130,2011,Sonoma County,Windsor,343000,456000,0.229390681003584,-0.05,Zillow
1131,2012,Alameda County,Alameda,516000,667000,0.34025974025974,0.007552870090634,Zillow
1132,2012,Alameda County,Albany,523000,677000,0.511560693641619,0.13781512605042,Zillow
1133,2012,Alameda County,Berkeley,652000,842000,0.465168539325843,0.100653594771242,Zillow
1134,2012,Alameda County,Dublin,510000,659000,0.307692307692308,-0.017883755588674,Zillow
1135,2012,Alameda County,Emeryville,244000,316000,0.318918918918919,-0.009404388714734,Zillow
1136,2012,Alameda County,Fremont,509000,658000,0.346560846560846,0.012307692307692,Zillow
1137,2012,Alameda County,Hayward,284000,367000,0.079847908745247,-0.188053097345133,Zillow
1138,2012,Alameda County,Livermore,413000,534000,0.232835820895522,-0.072916666666667,Zillow
1139,2012,Alameda County,Newark,391000,506000,0.20679012345679,-0.091561938958707,Zillow
1140,2012,Alameda County,Oakland,326000,421000,0.283464566929134,-0.036613272311213,Zillow
1141,2012,Alameda County,Piedmont,854000,1104000,0.561243144424132,0.173219978746015,Zillow
1142,2012,Alameda County,Pleasanton,652000,843000,0.420479302832244,0.068441064638783,Zillow
1143,2012,Alameda County,San Leandro,303000,392000,0.147727272727273,-0.138461538461538,Zillow
1144,2012,Alameda County,Union City,400000,517000,0.204819277108434,-0.092982456140351,Zillow
1145,2012,Contra Costa County,Antioch,291000,376000,-0.173295454545455,-0.378512396694215,Zillow
1146,2012,Contra Costa County,Brentwood,313000,404000,-0.015723270440252,-0.262773722627737,Zillow
1147,2012,Contra Costa County,Concord,205000,266000,0.28125,-0.036231884057971,Zillow
1148,2012,Contra Costa County,Danville,1043000,1348000,0.4366391184573,0.079263410728583,Zillow
1149,2012,Contra Costa County,Lafayette,774000,1000000,0.377224199288256,0.034126163391934,Zillow
1150,2012,Contra Costa County,Martinez,302000,391000,0.242798353909465,-0.064593301435407,Zillow
1151,2012,Contra Costa County,Oakley,265000,343000,0.03921568627451,-0.21689497716895,Zillow
1152,2012,Contra Costa County,Orinda,1258000,1625000,,,Zillow
1153,2012,Contra Costa County,Pittsburg,309000,400000,0.111510791366906,-0.163179916317992,Zillow
1154,2012,Contra Costa County,Pleasant Hill,481000,621000,0.131764705882353,-0.151639344262295,Zillow
1155,2012,Contra Costa County,Richmond,222000,287000,-0.142857142857143,-0.355056179775281,Zillow
1156,2012,Contra Costa County,San Pablo,179000,231000,0.078313253012048,-0.192307692307692,Zillow
1157,2012,Contra Costa County,San Ramon,705000,911000,0.506410256410256,0.133084577114428,Zillow
1158,2012,Contra Costa County,Walnut Creek,475000,614000,0.20253164556962,-0.095729013254786,Zillow
1159,2012,Marin County,Belvedere,2933000,3791000,0.451980198019802,0.091877880184332,Zillow
1160,2012,Marin County,Corte Madera,908000,1174000,0.286118980169972,-0.032948929159802,Zillow
1161,2012,Marin County,Fairfax,616000,796000,0.321888412017167,-0.007481296758105,Zillow
1162,2012,Marin County,Larkspur,979000,1265000,0.375,0.03265306122449,Zillow
1163,2012,Marin County,Mill Valley,995000,1286000,0.25,-0.059941520467836,Zillow
1164,2012,Marin County,Novato,516000,667000,0.159550561797753,-0.129242819843342,Zillow
1165,2012,Marin County,Ross,2174000,2810000,0.574221578566256,0.183656276326875,Zillow
1166,2012,Marin County,San Anselmo,758000,980000,0.300171526586621,-0.021956087824351,Zillow
1167,2012,Marin County,San Rafael,645000,834000,0.228571428571429,-0.07641196013289,Zillow
1168,2012,Marin County,Sausalito,841000,1087000,0.274242424242424,-0.042290748898678,Zillow
1170,2012,Napa County,American Canyon,285000,369000,0.454081632653061,0.091715976331361,Zillow
1171,2012,Napa County,Calistoga,529000,684000,0.332493702770781,0,Zillow
1172,2012,Napa County,Napa,373000,482000,0.397003745318352,0.050108932461874,Zillow
1173,2012,Napa County,Yountville,706000,913000,0.170812603648425,-0.119575699132112,Zillow
1174,2012,San Francisco County,San Francisco,723000,935000,0.490721649484536,0.119760479041916,Zillow
1175,2012,San Mateo County,Atherton,4235000,5473000,0.44145677331518,0.083547812314393,Zillow
1176,2012,San Mateo County,Belmont,887000,1147000,0.394654088050314,0.048446069469835,Zillow
1177,2012,San Mateo County,Brisbane,524000,678000,0.19634703196347,-0.099601593625498,Zillow
1178,2012,San Mateo County,Burlingame,1136000,1469000,0.49868073878628,0.127398311588642,Zillow
1179,2012,San Mateo County,Colma,481000,622000,0.239690721649485,-0.068862275449102,Zillow
1180,2012,San Mateo County,Daly City,481000,622000,0.293010752688172,-0.028125,Zillow
1181,2012,San Mateo County,East Palo Alto,354000,458000,-0.00561797752809,-0.251633986928105,Zillow
1182,2012,San Mateo County,Foster City,781000,1010000,0.414855072463768,0.064278187565859,Zillow
1183,2012,San Mateo County,Half Moon Bay,697000,901000,0.251346499102334,-0.060479666319082,Zillow
1184,2012,San Mateo County,Hillsborough,2936000,3794000,0.675799086757991,0.260046496180671,Zillow
1185,2012,San Mateo County,Menlo Park,1273000,1646000,0.717948717948718,0.290980392156863,Zillow
1186,2012,San Mateo County,Millbrae,888000,1148000,0.40729001584786,0.058064516129032,Zillow
1187,2012,San Mateo County,Pacifica,529000,684000,0.25952380952381,-0.052631578947368,Zillow
1188,2012,San Mateo County,Portola Valley,2307000,2981000,0.318285714285714,-0.009305417082087,Zillow
1189,2012,San Mateo County,Redwood City,764000,987000,0.379061371841155,0.035676810073452,Zillow
1190,2012,San Mateo County,San Bruno,520000,673000,0.329923273657289,0.001488095238095,Zillow
1191,2012,San Mateo County,San Carlos,937000,1212000,0.445987654320988,0.088948787061995,Zillow
1192,2012,San Mateo County,San Mateo,682000,881000,0.345167652859961,0.010321100917431,Zillow
1193,2012,San Mateo County,South San Francisco,499000,645000,0.286082474226804,-0.032983508245877,Zillow
1194,2012,San Mateo County,Woodside,2345000,3031000,0.497445721583652,0.126347082868822,Zillow
1195,2012,Santa Clara County,Campbell,659000,852000,0.414163090128755,0.062344139650873,Zillow
1196,2012,Santa Clara County,Cupertino,1139000,1473000,0.535040431266846,0.155294117647059,Zillow
1197,2012,Santa Clara County,Gilroy,413000,534000,0.027363184079602,-0.228323699421965,Zillow
1198,2012,Santa Clara County,Los Altos,1801000,2328000,0.503338898163606,0.130097087378641,Zillow
1199,2012,Santa Clara County,Los Altos Hills,2705000,3496000,0.353176588294147,0.017166133255746,Zillow
1200,2012,Santa Clara County,Los Gatos,1208000,1561000,0.448441247002398,0.088563458856346,Zillow
1201,2012,Santa Clara County,Milpitas,501000,648000,0.230958230958231,-0.072961373390558,Zillow
1202,2012,Santa Clara County,Monte Sereno,2225000,2876000,0.468646864686469,0.104454685099846,Zillow
1203,2012,Santa Clara County,Morgan Hill,548000,708000,0.144050104384134,-0.139732685297691,Zillow
1204,2012,Santa Clara County,Mountain View,817000,1056000,0.469424460431655,0.104602510460251,Zillow
1205,2012,Santa Clara County,Palo Alto,1670000,2158000,0.563670411985019,0.175381263616558,Zillow
1206,2012,Santa Clara County,San Jose,520000,672000,0.271393643031785,-0.045454545454545,Zillow
1207,2012,Santa Clara County,Santa Clara,590000,762000,0.337868480725624,0.005277044854881,Zillow
1208,2012,Santa Clara County,Saratoga,1668000,2155000,0.424423569598634,0.070541480377546,Zillow
1209,2012,Santa Clara County,Sunnyvale,759000,980000,0.448473282442748,0.086474501108647,Zillow
1210,2012,Solano County,Benicia,317000,410000,0.100694444444444,-0.171717171717172,Zillow
1211,2012,Solano County,Dixon,224000,289000,0.082125603864734,-0.19047619047619,Zillow
1212,2012,Solano County,Fairfield,212000,274000,0,-0.249315068493151,Zillow
1213,2012,Solano County,Rio Vista,193000,250000,-0.039800995024876,-0.277456647398844,Zillow
1214,2012,Solano County,Suisun City,181000,234000,-0.057291666666667,-0.293051359516616,Zillow
1215,2012,Solano County,Vacaville,225000,292000,0.076555023923445,-0.186629526462396,Zillow
1216,2012,Solano County,Vallejo,168000,218000,-0.134020618556701,-0.349253731343284,Zillow
1217,2012,Sonoma County,Cloverdale,306000,396000,0.2,-0.095890410958904,Zillow
1218,2012,Sonoma County,Cotati,297000,384000,0.091911764705882,-0.181236673773987,Zillow
1219,2012,Sonoma County,Healdsburg,529000,683000,0.3225,-0.005822416302766,Zillow
1220,2012,Sonoma County,Petaluma,391000,505000,0.214285714285714,-0.09009009009009,Zillow
1221,2012,Sonoma County,Rohnert Park,283000,366000,0.101167315175097,-0.171945701357466,Zillow
1222,2012,Sonoma County,Santa Rosa,309000,400000,0.157303370786517,-0.128540305010893,Zillow
1223,2012,Sonoma County,Sebastopol,519000,670000,0.358638743455497,0.019786910197869,Zillow
1224,2012,Sonoma County,Sonoma,453000,585000,0.227642276422764,-0.077287066246057,Zillow
1225,2012,Sonoma County,Windsor,334000,431000,0.197132616487455,-0.102083333333333,Zillow
1226,2013,Alameda County,Alameda,651000,823000,0.690909090909091,0.243202416918429,Zillow
1227,2013,Alameda County,Albany,676000,855000,0.953757225433526,0.436974789915966,Zillow
1228,2013,Alameda County,Berkeley,822000,1040000,0.847191011235955,0.359477124183007,Zillow
1229,2013,Alameda County,Dublin,646000,816000,0.656410256410256,0.216095380029806,Zillow
1230,2013,Alameda County,Emeryville,300000,380000,0.621621621621622,0.191222570532915,Zillow
1231,2013,Alameda County,Fremont,660000,834000,0.746031746031746,0.283076923076923,Zillow
1232,2013,Alameda County,Hayward,376000,475000,0.429657794676806,0.050884955752212,Zillow
1233,2013,Alameda County,Livermore,535000,676000,0.597014925373134,0.173611111111111,Zillow
1234,2013,Alameda County,Newark,506000,640000,0.561728395061728,0.149012567324955,Zillow
1235,2013,Alameda County,Oakland,420000,531000,0.653543307086614,0.215102974828375,Zillow
1236,2013,Alameda County,Piedmont,1128000,1426000,1.062157221206582,0.515409139213603,Zillow
1237,2013,Alameda County,Pleasanton,803000,1015000,0.749455337690632,0.286438529784537,Zillow
1238,2013,Alameda County,San Leandro,396000,500000,0.5,0.098901098901099,Zillow
1239,2013,Alameda County,Union City,525000,664000,0.581325301204819,0.164912280701754,Zillow
1240,2013,Contra Costa County,Antioch,346000,437000,-0.017045454545455,-0.277685950413223,Zillow
1241,2013,Contra Costa County,Brentwood,379000,480000,0.191823899371069,-0.124087591240876,Zillow
1242,2013,Contra Costa County,Concord,241000,305000,0.50625,0.105072463768116,Zillow
1243,2013,Contra Costa County,Danville,1227000,1552000,0.690082644628099,0.242594075260208,Zillow
1244,2013,Contra Costa County,Lafayette,948000,1199000,0.686832740213523,0.239917269906929,Zillow
1245,2013,Contra Costa County,Martinez,365000,461000,0.502057613168724,0.102870813397129,Zillow
1246,2013,Contra Costa County,Oakley,309000,391000,0.211764705882353,-0.107305936073059,Zillow
1247,2013,Contra Costa County,Orinda,1502000,1899000,,,Zillow
1248,2013,Contra Costa County,Pittsburg,372000,470000,0.338129496402878,-0.01673640167364,Zillow
1249,2013,Contra Costa County,Pleasant Hill,598000,756000,0.407058823529412,0.032786885245902,Zillow
1250,2013,Contra Costa County,Richmond,286000,362000,0.104247104247104,-0.186516853932584,Zillow
1251,2013,Contra Costa County,San Pablo,199000,252000,0.198795180722892,-0.118881118881119,Zillow
1252,2013,Contra Costa County,San Ramon,839000,1060000,0.792735042735043,0.318407960199005,Zillow
1253,2013,Contra Costa County,Walnut Creek,632000,799000,0.6,0.176730486008837,Zillow
1254,2013,Marin County,Belvedere,3189000,4031000,0.578712871287129,0.161002304147466,Zillow
1255,2013,Marin County,Corte Madera,1033000,1306000,0.463172804532578,0.075782537067545,Zillow
1256,2013,Marin County,Fairfax,683000,863000,0.465665236051502,0.076059850374065,Zillow
1257,2013,Marin County,Larkspur,1146000,1448000,0.609550561797753,0.182040816326531,Zillow
1258,2013,Marin County,Mill Valley,1122000,1419000,0.409547738693467,0.037280701754386,Zillow
1259,2013,Marin County,Novato,595000,753000,0.337078651685393,-0.016971279373368,Zillow
1260,2013,Marin County,Ross,2463000,3114000,0.783490224475018,0.311710193765796,Zillow
1261,2013,Marin County,San Anselmo,874000,1105000,0.499142367066895,0.102794411177645,Zillow
1262,2013,Marin County,San Rafael,748000,946000,0.424761904761905,0.047619047619048,Zillow
1263,2013,Marin County,Sausalito,959000,1212000,0.453030303030303,0.06784140969163,Zillow
1264,2013,Marin County,Tiburon,1908000,2411000,0.5264,0.12243947858473,Zillow
1265,2013,Napa County,American Canyon,351000,443000,0.790816326530612,0.310650887573964,Zillow
1266,2013,Napa County,Calistoga,648000,819000,0.632241813602015,0.197368421052632,Zillow
1267,2013,Napa County,Napa,470000,594000,0.760299625468165,0.294117647058824,Zillow
1268,2013,Napa County,Yountville,783000,989000,0.298507462686567,-0.046287367405979,Zillow
1269,2013,San Francisco County,San Francisco,878000,1110000,0.810309278350516,0.32934131736527,Zillow
1270,2013,San Mateo County,Atherton,4980000,6295000,0.69503063308373,0.246287863789349,Zillow
1271,2013,San Mateo County,Belmont,1088000,1375000,0.710691823899371,0.256855575868373,Zillow
1272,2013,San Mateo County,Brisbane,638000,807000,0.45662100456621,0.071713147410358,Zillow
1273,2013,San Mateo County,Burlingame,1423000,1798000,0.877308707124011,0.379892555640829,Zillow
1274,2013,San Mateo County,Colma,586000,741000,0.510309278350515,0.109281437125748,Zillow
1275,2013,San Mateo County,Daly City,606000,767000,0.629032258064516,0.1984375,Zillow
1276,2013,San Mateo County,East Palo Alto,463000,586000,0.300561797752809,-0.042483660130719,Zillow
1277,2013,San Mateo County,Foster City,940000,1189000,0.702898550724638,0.252897787144362,Zillow
1278,2013,San Mateo County,Half Moon Bay,810000,1024000,0.454219030520646,0.067778936392075,Zillow
1279,2013,San Mateo County,Hillsborough,3461000,4375000,0.975456621004566,0.453005645964796,Zillow
1280,2013,San Mateo County,Menlo Park,1582000,2000000,1.134952766531714,0.568627450980392,Zillow
1281,2013,San Mateo County,Millbrae,1053000,1331000,0.66877971473851,0.226728110599078,Zillow
1282,2013,San Mateo County,Pacifica,659000,833000,0.569047619047619,0.153739612188366,Zillow
1283,2013,San Mateo County,Portola Valley,2876000,3636000,0.643428571428572,0.208374875373878,Zillow
1284,2013,San Mateo County,Redwood City,925000,1170000,0.669675090252708,0.227701993704092,Zillow
1285,2013,San Mateo County,San Bruno,656000,829000,0.677749360613811,0.233630952380952,Zillow
1286,2013,San Mateo County,San Carlos,1147000,1450000,0.770061728395062,0.302785265049416,Zillow
1287,2013,San Mateo County,San Mateo,831000,1051000,0.63905325443787,0.205275229357798,Zillow
1288,2013,San Mateo County,South San Francisco,618000,782000,0.592783505154639,0.172413793103448,Zillow
1289,2013,San Mateo County,Woodside,2788000,3524000,0.780332056194125,0.309550353028614,Zillow
1290,2013,Santa Clara County,Campbell,799000,1010000,0.714592274678112,0.259351620947631,Zillow
1291,2013,Santa Clara County,Cupertino,1385000,1751000,0.866576819407008,0.373333333333333,Zillow
1292,2013,Santa Clara County,Gilroy,516000,653000,0.283582089552239,-0.05635838150289,Zillow
1293,2013,Santa Clara County,Los Altos,2153000,2721000,0.797161936560935,0.320873786407767,Zillow
1294,2013,Santa Clara County,Los Altos Hills,3333000,4213000,0.667333666833417,0.225778295024731,Zillow
1295,2013,Santa Clara County,Los Gatos,1399000,1768000,0.677458033573142,0.232914923291492,Zillow
1296,2013,Santa Clara County,Milpitas,625000,790000,0.535626535626536,0.130185979971388,Zillow
1297,2013,Santa Clara County,Monte Sereno,2453000,3100000,0.619141914191419,0.19047619047619,Zillow
1298,2013,Santa Clara County,Morgan Hill,655000,828000,0.367432150313152,0.006075334143378,Zillow
1299,2013,Santa Clara County,Mountain View,998000,1262000,0.794964028776978,0.320083682008368,Zillow
1300,2013,Santa Clara County,Palo Alto,2052000,2594000,0.921348314606742,0.412854030501089,Zillow
1301,2013,Santa Clara County,San Jose,642000,811000,0.569682151589242,0.151988636363636,Zillow
1302,2013,Santa Clara County,Santa Clara,728000,921000,0.650793650793651,0.215039577836412,Zillow
1303,2013,Santa Clara County,Saratoga,1946000,2460000,0.661827497865073,0.222056631892698,Zillow
1304,2013,Santa Clara County,Sunnyvale,934000,1181000,0.782442748091603,0.309312638580931,Zillow
1305,2013,Solano County,Benicia,420000,532000,0.458333333333333,0.074747474747475,Zillow
1306,2013,Solano County,Dixon,280000,354000,0.352657004830918,-0.008403361344538,Zillow
1307,2013,Solano County,Fairfield,269000,340000,0.268867924528302,-0.068493150684932,Zillow
1308,2013,Solano County,Rio Vista,242000,306000,0.203980099502488,-0.115606936416185,Zillow
1309,2013,Solano County,Suisun City,226000,286000,0.177083333333333,-0.13595166163142,Zillow
1310,2013,Solano County,Vacaville,284000,359000,0.358851674641148,0,Zillow
1311,2013,Solano County,Vallejo,212000,268000,0.092783505154639,-0.2,Zillow
1312,2013,Sonoma County,Cloverdale,341000,431000,0.337254901960784,-0.015981735159817,Zillow
1313,2013,Sonoma County,Cotati,367000,464000,0.349264705882353,-0.010660980810235,Zillow
1314,2013,Sonoma County,Healdsburg,606000,766000,0.515,0.114992721979622,Zillow
1315,2013,Sonoma County,Petaluma,466000,589000,0.447204968944099,0.061261261261261,Zillow
1316,2013,Sonoma County,Rohnert Park,351000,444000,0.365758754863813,0.004524886877828,Zillow
1317,2013,Sonoma County,Santa Rosa,376000,475000,0.408239700374532,0.034858387799564,Zillow
1318,2013,Sonoma County,Sebastopol,594000,750000,0.554973821989529,0.141552511415525,Zillow
1319,2013,Sonoma County,Sonoma,535000,676000,0.449864498644986,0.066246056782334,Zillow
1320,2013,Sonoma County,Windsor,403000,510000,0.444444444444444,0.0625,Zillow
1321,2014,Alameda County,Alameda,712000,876000,0.849350649350649,0.323262839879154,Zillow
1322,2014,Alameda County,Albany,730000,897000,1.109826589595376,0.507563025210084,Zillow
1323,2014,Alameda County,Berkeley,891000,1096000,1.002247191011236,0.432679738562092,Zillow
1324,2014,Alameda County,Dublin,730000,898000,0.871794871794872,0.338301043219076,Zillow
1325,2014,Alameda County,Emeryville,358000,440000,0.935135135135135,0.379310344827586,Zillow
1326,2014,Alameda County,Fremont,739000,909000,0.955026455026455,0.398461538461538,Zillow
1327,2014,Alameda County,Hayward,447000,550000,0.699619771863118,0.216814159292035,Zillow
1328,2014,Alameda County,Livermore,613000,753000,0.829850746268657,0.307291666666667,Zillow
1329,2014,Alameda County,Newark,593000,729000,0.830246913580247,0.308797127468582,Zillow
1330,2014,Alameda County,Oakland,473000,581000,0.862204724409449,0.329519450800915,Zillow
1331,2014,Alameda County,Piedmont,1310000,1610000,1.394881170018282,0.710945802337938,Zillow
1332,2014,Alameda County,Pleasanton,871000,1070000,0.89760348583878,0.356147021546261,Zillow
1333,2014,Alameda County,San Leandro,454000,558000,0.71969696969697,0.226373626373626,Zillow
1334,2014,Alameda County,Union City,601000,739000,0.810240963855422,0.296491228070175,Zillow
1335,2014,Contra Costa County,Antioch,428000,526000,0.215909090909091,-0.130578512396694,Zillow
1336,2014,Contra Costa County,Brentwood,459000,565000,0.443396226415094,0.031021897810219,Zillow
1337,2014,Contra Costa County,Concord,332000,408000,1.075,0.478260869565217,Zillow
1338,2014,Contra Costa County,Danville,1359000,1670000,0.871900826446281,0.33706965572458,Zillow
1339,2014,Contra Costa County,Lafayette,1023000,1258000,0.820284697508897,0.300930713547053,Zillow
1340,2014,Contra Costa County,Martinez,445000,547000,0.831275720164609,0.308612440191387,Zillow
1341,2014,Contra Costa County,Oakley,349000,430000,0.368627450980392,-0.018264840182648,Zillow
1342,2014,Contra Costa County,Orinda,1636000,2011000,,,Zillow
1343,2014,Contra Costa County,Pittsburg,449000,552000,0.615107913669065,0.154811715481171,Zillow
1344,2014,Contra Costa County,Pleasant Hill,684000,841000,0.609411764705882,0.148907103825137,Zillow
1345,2014,Contra Costa County,Richmond,358000,440000,0.382239382239382,-0.01123595505618,Zillow
1346,2014,Contra Costa County,San Pablo,262000,322000,0.578313253012048,0.125874125874126,Zillow
1347,2014,Contra Costa County,San Ramon,967000,1189000,1.066239316239316,0.478855721393035,Zillow
1348,2014,Contra Costa County,Walnut Creek,742000,912000,0.878481012658228,0.343151693667158,Zillow
1349,2014,Marin County,Belvedere,3423000,4207000,0.694554455445544,0.211693548387097,Zillow
1350,2014,Marin County,Corte Madera,1121000,1378000,0.587818696883853,0.135090609555189,Zillow
1351,2014,Marin County,Fairfax,753000,925000,0.61587982832618,0.153366583541147,Zillow
1352,2014,Marin County,Larkspur,1286000,1581000,0.806179775280899,0.290612244897959,Zillow
1353,2014,Marin County,Mill Valley,1266000,1556000,0.590452261306533,0.137426900584795,Zillow
1354,2014,Marin County,Novato,672000,825000,0.510112359550562,0.077023498694517,Zillow
